구분,id,사건명,사건번호,날짜,기관법원,사건종류,AI요약,과징금,형량,원심참조,상세링크,조치유형
판례,613145,보건범죄단속에관한특별조치법위반(부정의료업자),2025노1332,2025.11.27,서울남부지방법원,형사,,,,원심판결】 서울남부지법 2025. 7. 17. 선고 2025고단1976,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613145&type=HTML,
의결서,18803,현대모비스(주) 등 2개사 발주 차량용 에어벤트 구매입찰 관련 (주)니프코 코리아 및 한국아이티더블유(유)의 부당한 공동행위에 대한 건,2022민수1866,2025.11.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18803&type=HTML,
판례,618293,상표법위반,2024도8174,2025.11.20,대법원,형사,,,,원심판결】 서울중앙지법 2024. 5. 10. 선고 2023노607,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618293&type=HTML,
판례,618297,시정명령및과징금납부명령취소청구,2025두33607,2025.11.20,대법원,일반행정,,,,원심판결】 서울고법 2025. 3. 27. 선고 2023누60041,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618297&type=HTML,
판례,613253,채무부존재확인·손해배상청구의소,2025다209941,2025.11.20,대법원,민사,,,,원심판결】 수원고법 2024. 12. 12. 선고 2020나22908,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613253&type=HTML,
의결서,19123,㈜디엔오토모티브의 불공정하도급거래행위에 대한 건,2023기조2376,2025.11.19.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19123&type=HTML,
의결서,19195,㈜성도건설의 불공정하도급거래행위에 대한 건,2024광사1789,2025.11.19.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19195&type=HTML,
판례,613153,채무부존재확인,2025나10683,2025.11.18,대구고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613153&type=HTML,
의결서,19165,㈜하남에프앤비의 가맹사업법 위반행위에 대한 건 관련 이의신청에 대한 건,2025기심1929,2025.11.14.,공정거래위원회,,,,,원심결은 이의신청인의 주장대로 과징금 고시(공정거래위원회 고시 제2021-42호,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19165&type=HTML,
판례,622313,법인세부과처분등취소,2025누5130,2025.11.14,서울고등법원,세무,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=622313&type=HTML,
의결서,19033,㈜사임당화장품의 경고심의요청에 대한 건,2025전사0863,2025.11.13.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19033&type=HTML,
의결서,18817,㈜유나종합건설의 시정조치불이행에 대한 건,2025부사1090,2025.11.13.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18817&type=HTML,
의결서,19101,서진산업㈜의 불공정하도급거래행위에 대한 건 관련 동의의결절차 개시신청에 대한 건,2025하조1633,2025.11.13.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19101&type=HTML,
의결서,18779,계성건설(주)의 시정조치불이행에 대한 건,2025광사1634,2025.11.13.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18779&type=HTML,
판례,613065,시정명령및과징금납부명령취소,2025두33253,2025.11.13,대법원,일반행정,,,,원심판결】 서울고법 2025. 1. 23. 선고 2024누34032,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613065&type=HTML,
의결서,18791,㈜공간몬스터의 가맹사업법 위반행위에 대한 건,2024부사0098,2025.11.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18791&type=HTML,
의결서,19039,금호타이어(주)의 대리점법 등 위반행위에 대한 건,2023유대1720,2025.11.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19039&type=HTML,
의결서,18925,쌍팔련도푸드컨설팅의 가맹사업법 위반행위에 대한 건,"2025광사0193, 0194, 0195",2025.11.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18925&type=HTML,
의결서,18931,용인대박사백호태권도의 부당한 광고행위에 대한 건,2025서소0971,2025.11.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18931&type=HTML,
의결서,18937,(주)유니앤코어의 방문판매법 위반행위에 대한 건,2025약특0812,2025.11.12.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18937&type=HTML,
의결서,18829,싱웨이코리아(주)의 지주회사 설립ㆍ전환신고 지연행위에 대한 건,2025집단1171,2025.11.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18829&type=HTML,
의결서,18827,(주)디에스티아이의 지주회사 등의 주식소유현황 등 허위보고 행위에 대한 건,2025집단1086,2025.11.11.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18827&type=HTML,
의결서,19003,16개 건설사 발주 시스템 가구 입찰 관련 17개 사업자의 부당한 공동행위에 대한 건,"2024서카2035, 2025서카0910, 2025서카0911, 2025서카0912, 2025서카0913, 2025서카0914, 2025서카0915, 2025서카0916, 2025서카0917, 2025서카0918, 2025서카0919, 2025서카0920, 2025서카0921, 2025서카0922, 2025서카0923",2025.11.10.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19003&type=HTML,
판례,618295,시정명령및과징금납부명령취소,2023두38219,2025.11.06,대법원,일반행정,,,,원심판결】 서울고법 2023. 2. 9. 선고 2021누35218,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618295&type=HTML,
의결서,18769,동아건설산업(주)의 불공정 하도급거래행위에 대한 건,2024서제1484,2025.10.30.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18769&type=HTML,
의결서,18785,(사)대한안마사협회의 사업자단체금지행위에 대한 건,2025서총1087,2025.10.30.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18785&type=HTML,
의결서,18787,(주)푸르밀의 재판매가격유지행위에 대한 건,2024서경1330,2025.10.30.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18787&type=HTML,
판례,612979,명예훼손·옥외광고물등의관리와옥외광고산업진흥에관한법률위반,2022도10369,2025.10.30,대법원,형사,,,,원심판결】 서울중앙지법 2022. 8. 12. 선고 2021노2317,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612979&type=HTML,
의결서,18825,㈜에프앤디넷의 부당한 고객유인행위에 대한 건,2023제감1424,2025.10.28.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18825&type=HTML,
의결서,19187,일진건설산업㈜의 불공정하도급거래행위에 대한 건,2025전사0050,2025.10.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=19187&type=HTML,
의결서,18777,파인건설㈜의 불공정하도급거래행위에 대한 건,2025전사0776,2025.10.27.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18777&type=HTML,
의결서,18801,현대모비스(주) 등 2개사 발주 차량용 에어벤트 구매입찰 관련 ㈜니프코코리아 및 한국아이티더블유(유)의 부당한 공동행위에 대한 건,2022민수1866,2025.10.24.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18801&type=HTML,
판례,619563,자재임대료등,2025나10061,2025.10.23,수원고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619563&type=HTML,
판례,619493,업무대행자 지위 확인 등,2023나20705,2025.10.23,수원고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619493&type=HTML,
의결서,18795,애경산업㈜의 시정조치불이행에 대한 건,2025제감0887,2025.10.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18795&type=HTML,
의결서,18819,(주)카펙발레오의 불공정하도급거래행위에 대한 건,2023기조2640,2025.10.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18819&type=HTML,
의결서,18793,에스케이케미칼㈜ 및 에스케이디스커버리㈜의 시정조치불이행에 대한 건,2025제감0888,2025.10.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18793&type=HTML,
의결서,18799,에스케이케미칼㈜ 및 에스케이디스커버리㈜의 시정조치불이행에 대한 건,2025제감0888,2025.10.20.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18799&type=HTML,
의결서,18813,신청에 대한 건,2025기심1576,2025.10.2.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18813&type=HTML,
의결서,18811,지원건설㈜의 불공정하도급거래행위에 대한 건 관련 이의신청에 대한 건,2025기심1575,2025.10.2.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18811&type=HTML,
의결서,18743,㈜프랭크에프앤비의 가맹사업법 위반행위에 대한 건,2023가조1152,2025.10.19.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18743&type=HTML,
의결서,18727,젯아이씨㈜의 입찰참가자격제한 요청에 대한 건,2025하조0415,2025.10.19.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18727&type=HTML,
의결서,18631,㈜한울의 불공정하도급거래행위에 대한 건,2025부사0093,2025.10.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18631&type=HTML,
의결서,18729,5개 건설사 발주 빌트인 특판가구 입찰 관련 7개 사업자의 부당한 공동행위에 대한 건,"2023입담2303, 2024입담1862, 2024입담1865, 2024입담1868, 2024입담1869",2025.10.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18729&type=HTML,
의결서,18749,㈜이오시스템의 거래거절을 하도록 한 행위에 대한 건,2024서경2205,2025.10.16.,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18749&type=HTML,
판례,612863,시정명령및과징금납부명령취소,2023두32709,2025.10.16,대법원,일반행정,,,,원심판결】 서울고법 2022. 12. 14. 선고 2021누36129,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612863&type=HTML,
판례,612847,보험금,2022다225897,2025.10.16,대법원,민사,,,,원심판결】 서울동부지법 2022. 2. 9. 선고 2020나32079,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612847&type=HTML,
판례,618143,보험금·보험금,2022다308747,2025.10.16,대법원,민사,,,,원심판결】 서울고법 2022. 11. 23. 선고 2021나2031635,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618143&type=HTML,
판례,612841,과징금부과처분취소청구의소,2025두33477,2025.10.16,대법원,일반행정,,,,원심판결】 서울고법 2025. 3. 20. 선고 2022누39118,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612841&type=HTML,
판례,612969,손해배상(기),2024나2062616,2025.09.19,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612969&type=HTML,
판례,614605,손해배상(기),2024나2062616,2025.09.19,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614605&type=HTML,
판례,609489,손해배상(기)[중도상환수수료가 이자제한법 제4조 제1항에 따른 간주이자에 해당하여 이자제한법상 최고이자율 제한에 관한 규정이 적용되는지 문제된 사건],2023다221885,2025.09.18,대법원,민사,,,,원심판결】 서울고법 2023. 2. 9. 선고 2022나2030981,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=609489&type=HTML,
판례,618571,손해배상(기),2023나2047788,2025.09.04,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=618571&type=HTML,
판례,615833,매매대금반환,2024나70595,2025.08.27,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615833&type=HTML,
판례,616719,부당이득금,2024나2048856,2025.08.21,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616719&type=HTML,
판례,615683,손해배상(기),2024다312559,2025.08.14,대법원,민사,,,,원심판결】 서울중앙지법 2024. 11. 12. 선고 2024나1186,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615683&type=HTML,
판례,615639,보험금,2024다301832,2025.08.14,대법원,민사,,,,원심판결】 서울중앙지법 2024. 10. 2. 선고 2024나14854,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615639&type=HTML,
판례,615653,공사대금·사용료·손해배상(기),2025다210535,2025.08.14,대법원,민사,,,,원심판결】 광주지법 2025. 1. 24. 선고 2023나90902,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615653&type=HTML,
판례,608527,채무부존재확인[보험회사의 민원해지 환수규정의 효력이 문제된 사건],2023다309679,2025.08.14,대법원,민사,,,,원심판결】 서울남부지법 2023. 11. 17. 선고 2022나62893,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=608527&type=HTML,
판례,615681,손해배상(기),2024다296213,2025.08.14,대법원,민사,,,,원심판결】 서울고법 2024. 9. 11. 선고 2023나2020349,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615681&type=HTML,
판례,608435,대주주적격성유지요건충족명령및주식처분명령취소[저축은행의 대주주가 부당한 공동행위를 하여 벌금형이 확정된 후 대주주적격성 유지요건을 충족하지 못하였다는 처분사유로 충족명령과 주식처분명령을 받은 사건],2025두33025,2025.08.14,대법원,일반행정,,,,원심판결】 서울고법 2025. 2. 6. 선고 2024누37291,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=608435&type=HTML,
판례,616695,특정범죄가중처벌등에관한법률위반(조세)(피고인2·피고인3·피고인4에대하여일부인정된죄명조세범처벌법위반방조)·특정범죄가중처벌등에관한법률위반(허위세금계산서교부등)·특정경제범죄가중처벌등에관한법률위반(횡령)·업무상횡령·업무상배임·조세범처벌법위반,2019노96,2025.07.23,대전고등법원,형사,,,,원심판결】 대전지방법원 2019. 2. 22. 선고 2017고합343,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616695&type=HTML,
판례,614309,공탁금출급청구권확인,2022다231717,2025.07.17,대법원,민사,,,,원심판결】 수원지법 2022. 4. 21. 선고 2021나82397,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614309&type=HTML,
판례,619533,결혼중개업의관리에관한법률위반,2024노2093,2025.07.10,의정부지방법원,형사,,,,원심판결】 의정부지방법원 고양지원 2024. 7. 4. 선고 2023고정492,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619533&type=HTML,
판례,614653,신주발행무효의소,2024가합52067,2025.06.27,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614653&type=HTML,
판례,607779,신주발행무효의소,2024가합52067,2025.06.27,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=607779&type=HTML,
판례,607245,시정명령및과징금부과처분등취소[‘특수관계인에 대한 부당한 이익제공 등 금지’ 중 하나의 유형인 ‘사업기회 제공’ 해당 여부가 문제된 사건],2024두34382,2025.06.26,대법원,일반행정,,,,원심판결】 서울고법 2024. 1. 24. 선고 2022누40538,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=607245&type=HTML,
판례,607265,항만운송사업법위반[항만운송사업법상 선박연료공급업의 의미와 선박연료공급업자의 제3자에 대한 선박연료공급업무 위탁 허용 여부가 문제된 사건],2024도874,2025.06.26,대법원,형사,,,,원심판결】 춘천지법 강릉지원 2023. 12. 19. 선고 2022노525,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=607265&type=HTML,
판례,607191,부정처사후수뢰·개인정보보호법위반·공무상비밀누설·뇌물공여[검찰수사관과 기업에서 이른바 대관업무를 담당하는 사람이 업무상 알게 된 개인정보를 제공하거나 그 사정을 알면서도 영리 또는 부정한 목적으로 제공받았는지 문제된 사안],2025도3153,2025.06.26,대법원,형사,,,,원심판결】 서울고법 2025. 2. 7. 선고 2024노2332,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=607191&type=HTML,
판례,613233,손해배상(기),2022다207141,2025.06.26,대법원,민사,,,,원심판결】 서울고법 2021. 12. 10. 선고 2021나2019000,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613233&type=HTML,
판례,613263,회사에관한소송,2024다316391,2025.06.26,대법원,민사,,,,원심판결】 서울고법 2024. 10. 25. 선고 2023나2053141,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=613263&type=HTML,
판례,619497,의결권행사허용가처분,2025라2309,2025.06.24,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=619497&type=HTML,
판례,614481,공사대금,2024나11642,2025.06.19,대구고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614481&type=HTML,
판례,606939,공사대금,2024나11642,2025.06.19,대구고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606939&type=HTML,
판례,606821,주주대표소송·주주대표소송[법령 위반 행위로 인한 이득에 대하여 손익상계를 할 수 있는지 문제된 사건],2021다256696,2025.06.12,대법원,민사,,,,원심판결】 대전고법 2021. 6. 24. 선고 2020나11597,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606821&type=HTML,
판례,606767,"부가가치세부과처분취소[원고가 부가가치세 면제 대상인 예술창작품이 포함되어 있는 용역의 공급을 부가가치세 면세 대상로 오인하였는데, 이에 대한 가산세를 면할 정당한 사유가 있는지 문제된 사안]",2024두66181,2025.06.12,대법원,세무,,,,원심판결】 서울고법 2024. 11. 22. 선고 2024누43128,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606767&type=HTML,
판례,606801,시정명령등취소청구의소[시장지배적 사업자의 배타조건부 거래행위의 성립 여부가 문제된 사건],2020두54074,2025.06.05,대법원,일반행정,,,,원심판결】 서울고법 2020. 10. 15. 선고 2019누41159,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606801&type=HTML,
판례,614399,거래지원종료결정효력정지가처분,2025카합20718,2025.05.30,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614399&type=HTML,
판례,606937,거래지원종료결정효력정지가처분,2025카합20718,2025.05.30,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606937&type=HTML,
판례,616041,담배소비세 등 부과처분 취소,2023구합53878,2025.05.22,인천지방법원,일반행정,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616041&type=HTML,
판례,612903,계약금반환청구의소,2024나54706,2025.05.22,부산지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=612903&type=HTML,
판례,617267,담배소비세 등 부과처분 취소,2024구합51763,2025.05.22,인천지방법원,일반행정,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=617267&type=HTML,
판례,615991,취득세등 경정거부처분 취소,2024누63122,2025.05.16,서울행정법원,일반행정,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=615991&type=HTML,
판례,616595,납입금반환청구의소,2024나2017784,2025.05.16,서울고등법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=616595&type=HTML,
판례,606191,손해배상(기)[한국소비자원의 행정상 공표의 위법성이 문제된 사건],2020다296604,2025.05.15,대법원,민사,,,,원심판결】 서울고법 2020. 11. 26. 선고 2020나2019454,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606191&type=HTML,
판례,606973,해고무효확인,2023가합96954,2025.05.01,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=606973&type=HTML,
판례,614721,해고무효확인,2023가합96954,2025.05.01,서울중앙지방법원,민사,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=prec&ID=614721&type=HTML,
의결서,18847,제이비인터내셔널 및 올댓의 전자상거래 및 통신판매 임시중지명령에 대한 건,2025전자1982,,공정거래위원회,,,,,,https://www.law.go.kr/DRF/lawService.do?OC=jshssysh&target=ftc&ID=18847&type=HTML,
