의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_M2L6L0K4S2S1R1R7P4Q2P3W4X2V6W7,2218806,조세특례제한법 일부개정법률안,재정경제기획위,"이해민의원(조국혁신당, 초선, 비례대표) 등 14인",이해민,2026-05-06,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-05-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2L6L0K4S2S1R1R7P4Q2P3W4X2V6W7,,2026-08-30 09:18
PRC_Y2X6Y0W4W0S2R1R6P4Q6O5P4X7V4W8,2218805,금융소비자 보호에 관한 법률 일부개정법률안,정무위,"이인영의원(민주당, 5선, 서울 구로구갑) 등 12인",이인영,2026-05-06,정무위원회,상임위 심사,상임위 심사,심사중,2026-05-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2X6Y0W4W0S2R1R6P4Q6O5P4X7V4W8,,2026-08-30 09:18
PRC_I2G6H0G4G3O0M1N0M0M3K2L5T9R8S5,2218804,소방시설 설치 및 관리에 관한 법률 일부개정법률안,행안위,"김예지의원(국민의미래(前 미래한국당), 재선, 비례대표) 등 13인",김예지,2026-05-06,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G6H0G4G3O0M1N0M0M3K2L5T9R8S5,,2026-08-30 09:18
PRC_I2D6F0D3D0B4A1B4I3J1H3I4G4H0F8,2218803,지방세특례제한법 일부개정법률안,행안위,"엄태영의원(국민의힘(前 통합당), 재선, 충북 제천시단양군) 등 10인",엄태영,2026-05-06,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-07,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2D6F0D3D0B4A1B4I3J1H3I4G4H0F8,,2026-08-30 09:18
PRC_X2Z6Y0Y3X2W4E1C1D5B4A4I6H7H3G2,2218802,효행 장려 및 지원에 관한 법률 일부개정법률안,복지위,"박용갑의원(민주당, 초선, 대전 중구) 등 15인",박용갑,2026-05-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2Z6Y0Y3X2W4E1C1D5B4A4I6H7H3G2,,2026-08-30 09:18
PRC_J2K6R0S4Q2P1P1N4O2W4W3V4W2U2U1,2218801,각급 법원의 설치와 관할구역에 관한 법률 일부개정법률안,법사위,"김은혜의원(국민의힘(前 통합당), 재선, 경기 성남시분당구을) 등 10인",김은혜,2026-05-04,법제사법위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2K6R0S4Q2P1P1N4O2W4W3V4W2U2U1,,2026-08-30 09:18
PRC_P2P6N0M5N0L4M0T9S4T3R2R8P7R1Y4,2218800,박물관 및 미술관 진흥법 일부개정법률안,문체위,"송언석의원(국민의힘(前 통합당), 3선, 경북 김천시) 등 13인",송언석,2026-05-04,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2P6N0M5N0L4M0T9S4T3R2R8P7R1Y4,,2026-08-30 09:18
PRC_C2B6B0A4Z0H3G1F1D5E4T5S5Q0P8X7,2218799,도시개발법 일부개정법률안,국토위,"안태준의원(민주당, 초선, 경기 광주시을) 등 10인",안태준,2026-05-04,국토교통위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2B6B0A4Z0H3G1F1D5E4T5S5Q0P8X7,,2026-08-30 09:18
PRC_T2A6B0Z4X2Y7X0X9T0R3S0Q9R3P3Q0,2218798,아동 안전 증진을 위한 아동사망 검토 및 예방에 관한 법률안,복지위,"장종태의원(민주당, 초선, 대전 서구갑) 등 11인",장종태,2026-05-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2A6B0Z4X2Y7X0X9T0R3S0Q9R3P3Q0,,2026-08-30 09:18
PRC_S2A6A0Y4Z1Y4Y1W3E5F9E2E5C0B3C2,2218797,장사 등에 관한 법률 일부개정법률안,복지위,"박해철의원(민주당, 초선, 경기 안산시병) 등 10인",박해철,2026-05-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2A6A0Y4Z1Y4Y1W3E5F9E2E5C0B3C2,,2026-08-30 09:18
PRC_E2F6N0L4M2K9L0J8K1S6Q3R5P6P8O1,2218796,소음·진동관리법 일부개정법률안,기후에너지환경노동위,"천하람의원(개혁신당, 초선, 비례대표) 등 14인",천하람,2026-05-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2F6N0L4M2K9L0J8K1S6Q3R5P6P8O1,,2026-08-30 09:18
PRC_T2R6A0A4Y1Z4X1W3X5E9F5D6E2D0B5,2218795,교육환경 보호에 관한 법률 일부개정법률안,교육위,"박해철의원(민주당, 초선, 경기 안산시병) 등 10인",박해철,2026-05-04,교육위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2R6A0A4Y1Z4X1W3X5E9F5D6E2D0B5,,2026-08-30 09:18
PRC_Z2Z6X0Y4X2V0V1R1S2Q5Q5P9O3W4X2,2218794,석유 및 석유대체연료 사업법 일부개정법률안,산자위,"박성훈의원(국민의힘, 초선, 부산 북구을) 등 12인",박성훈,2026-05-04,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2Z6X0Y4X2V0V1R1S2Q5Q5P9O3W4X2,,2026-08-30 09:18
PRC_G2F6G0V4W2V9T1T0R4S9A1B4Z0Y2Y3,2218793,지방세특례제한법 일부개정법률안,행안위,"이성권의원(국민의힘(前 한나라당), 재선, 부산 사하구갑) 등 10인",이성권,2026-05-04,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F6G0V4W2V9T1T0R4S9A1B4Z0Y2Y3,,2026-08-30 09:18
PRC_H2I6G0H4O2P9O0M8M1L9L1T5S9S2Q6,2218792,경범죄 처벌법 일부개정법률안,행안위,"천하람의원(개혁신당, 초선, 비례대표) 등 12인",천하람,2026-05-04,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2I6G0H4O2P9O0M8M1L9L1T5S9S2Q6,,2026-08-30 09:18
PRC_X2N6M0K3J3K0S1R1P0N9W0X3W9U4W5,2218791,군인 재해보상법 일부개정법률안,국방위,"임종득의원(국민의힘, 초선, 경북 영주시영양군봉화군) 등 16인",임종득,2026-05-04,국방위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2N6M0K3J3K0S1R1P0N9W0X3W9U4W5,,2026-08-30 09:18
PRC_U2V6U0U4S2T7R1Z5A3Y5Z1X1Y7W8S9,2218790,조세특례제한법 일부개정법률안,재정경제기획위,"김문수의원(민주당, 초선, 전남 순천시광양시곡성군구례군갑) 등 12인",김문수,2026-05-04,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2V6U0U4S2T7R1Z5A3Y5Z1X1Y7W8S9,,2026-08-30 09:18
PRC_K2J6K0R4S2Q1P1P7O4O3W0V6V9T9U1,2218789,조세특례제한법 일부개정법률안,재정경제기획위,"이해민의원(조국혁신당, 초선, 비례대표) 등 14인",이해민,2026-05-04,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J6K0R4S2Q1P1P7O4O3W0V6V9T9U1,,2026-08-30 09:18
PRC_G2E5D1D1C1C7K0L9J3J3I4G4H3P3P4,2218788,장기공공임대주택 입주자 삶의 질 향상 지원법 일부개정법률안,국토위,"전현희의원(민주당, 3선, 서울 중구성동구갑) 등 10인",전현희,2026-05-04,국토교통위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2E5D1D1C1C7K0L9J3J3I4G4H3P3P4,,2026-08-30 09:18
PRC_R2P6Q0O4P2X2X1W0U4V4T2U2P6Q1P0,2218787,노인장기요양보험법 일부개정법률안,복지위,"전종덕의원(더불어민주연합, 초선, 비례대표) 등 11인",전종덕,2026-05-04,보건복지위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2P6Q0O4P2X2X1W0U4V4T2U2P6Q1P0,,2026-08-30 09:18
PRC_Z2O6O0N3L1M0K1L8S2T1R0S6Q4R2P6,2218786,학교체육 진흥법 일부개정법률안,교육위,"김재원의원(조국혁신당, 초선, 비례대표) 등 11인",김재원,2026-05-04,교육위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2O6O0N3L1M0K1L8S2T1R0S6Q4R2P6,,2026-08-30 09:18
PRC_N2V6W0U4T2T4R1S4A0B7Z2X5Y9W8X9,2218785,국가유산수리 등에 관한 법률 일부개정법률안,문체위,"정연욱의원(국민의힘, 초선, 부산 수영구) 등 10인",정연욱,2026-05-04,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2V6W0U4T2T4R1S4A0B7Z2X5Y9W8X9,,2026-08-30 09:18
PRC_V2T6S0S4Q2R2Z1Y0Y4W5X5V1S8S1Q7,2218784,영유아보육법 일부개정법률안,교육위,"전종덕의원(더불어민주연합, 초선, 비례대표) 등 11인",전종덕,2026-05-04,교육위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2T6S0S4Q2R2Z1Y0Y4W5X5V1S8S1Q7,,2026-08-30 09:18
PRC_W2X6V0V4U1S3T1B7B3Z5A1Z1X0X6G6,2218783,환경친화적 자동차의 개발 및 보급 촉진에 관한 법률 일부개정법률안,산자위,"송재봉의원(민주당, 초선, 충북 청주시청원구) 등 13인",송재봉,2026-05-04,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2X6V0V4U1S3T1B7B3Z5A1Z1X0X6G6,,2026-08-30 09:18
PRC_R2N6L0M4K2L8J2J0R3Q7Q0P1P2O4O2,2218782,학교보건법 일부개정법률안,교육위,"윤영석의원(국민의힘(前 통합당), 4선, 경남 양산시갑) 등 10인",윤영석,2026-05-04,교육위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2N6L0M4K2L8J2J0R3Q7Q0P1P2O4O2,,2026-08-30 09:18
PRC_H2G6F0G3F3N0L1K0I4J8F1E2S4R9R8,2218781,자본시장과 금융투자업에 관한 법률 일부개정법률안,정무위,"이인영의원(민주당, 5선, 서울 구로구갑) 등 10인",이인영,2026-05-04,정무위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2G6F0G3F3N0L1K0I4J8F1E2S4R9R8,,2026-08-30 09:18
PRC_P2L6K0K4I2J8H2I0P3O9P5N9N8M7N4,2218780,사행산업통합감독위원회법 일부개정법률안,문체위,"윤영석의원(국민의힘(前 통합당), 4선, 경남 양산시갑) 등 10인",윤영석,2026-05-04,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2L6K0K4I2J8H2I0P3O9P5N9N8M7N4,,2026-08-30 09:18
PRC_F2F6E0F4D0D2C1C6Y5W0X3V4W3U8V3,2218779,금융소비자 보호에 관한 법률 일부개정법률안,정무위,"이인영의원(민주당, 5선, 서울 구로구갑) 등 12인",이인영,2026-05-04,정무위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2F6E0F4D0D2C1C6Y5W0X3V4W3U8V3,,2026-08-30 09:18
PRC_G2F6F0D4E2C8Y1Y1X1Y1W4X6V5D4D8,2218778,해운법 일부개정법률안,농해수위,"윤준병의원(민주당, 재선, 전북 정읍시고창군) 등 11인",윤준병,2026-05-04,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2026-05-06,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2F6F0D4E2C8Y1Y1X1Y1W4X6V5D4D8,,2026-08-30 09:18
PRC_W2U6V0R4R2Q8O2P0N3O9W1W6V7T6T2,2218777,학교보건법 일부개정법률안,교육위,"윤영석의원(국민의힘(前 통합당), 4선, 경남 양산시갑) 등 12인",윤영석,2026-04-30,교육위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U6V0R4R2Q8O2P0N3O9W1W6V7T6T2,,2026-08-30 09:18
PRC_R2Q6O0O4N2O8V2W0U5T0T0S3S9O6P0,2218776,국민체육진흥법 일부개정법률안,문체위,"윤영석의원(국민의힘(前 통합당), 4선, 경남 양산시갑) 등 11인",윤영석,2026-04-30,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Q6O0O4N2O8V2W0U5T0T0S3S9O6P0,,2026-08-30 09:18
PRC_W2W6F0F4D0E8D1B5B5R8R1P9Q2O2N7,2218775,개인정보 보호법 일부개정법률안,정무위,"이훈기의원(민주당, 초선, 인천 남동구을) 등 11인",이훈기,2026-04-30,정무위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2W6F0F4D0E8D1B5B5R8R1P9Q2O2N7,,2026-08-30 09:18
PRC_E2C6C0A4J2J0H1I6G4H4G0B3C4A7B1,2218774,상법 일부개정법률안,법사위,"이훈기의원(민주당, 초선, 인천 남동구을) 등 11인",이훈기,2026-04-30,법제사법위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2C6C0A4J2J0H1I6G4H4G0B3C4A7B1,,2026-08-30 09:18
PRC_I2G6H0P4P2N8M1N1L2M5T0U2T1R6R8,2218773,전기사업법 일부개정법률안,기후에너지환경노동위,"박정의원(민주당, 3선, 경기 파주시을) 등 24인",박정,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G6H0P4P2N8M1N1L2M5T0U2T1R6R8,,2026-08-30 09:18
PRC_G2G6E0F4N2M8M1L1M2K6K2S4Q3S7Q7,2218772,한국전력공사법 일부개정법률안,기후에너지환경노동위,"박정의원(민주당, 3선, 경기 파주시을) 등 22인",박정,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_G2G6E0F4N2M8M1L1M2K6K2S4Q3S7Q7,,2026-08-30 09:18
PRC_V2R6R0Q4O2O9N0O9V3W9U2T2T9R1S1,2218771,방위산업기술 보호법 일부개정법률안,국방위,"홍기원의원(민주당, 재선, 경기 평택시갑) 등 10인",홍기원,2026-04-30,국방위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2R6R0Q4O2O9N0O9V3W9U2T2T9R1S1,,2026-08-30 09:18
PRC_V2T6U0T4R2R8A1A1Y2X8X0V3X1E5F8,2218770,기후·기후변화 감시 및 예측 등에 관한 법률 일부개정법률안,기후에너지환경노동위,"박정의원(민주당, 3선, 경기 파주시을) 등 10인",박정,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2T6U0T4R2R8A1A1Y2X8X0V3X1E5F8,,2026-08-30 09:18
PRC_Q2R6P0P4O2M8N1V0V3U5S3T3R4S8N4,2218769,새마을운동조직 육성법 일부개정법률안,행안위,"임종득의원(국민의힘, 초선, 경북 영주시영양군봉화군) 등 10인",임종득,2026-04-30,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2R6P0P4O2M8N1V0V3U5S3T3R4S8N4,,2026-08-30 09:18
PRC_S2S6Q0R4Z2X8Y1W0X2V3W5R5Q4Q3P7,2218768,도로교통법 일부개정법률안,행안위,"박정하의원(국민의힘, 재선, 강원 원주시갑) 등 10인",박정하,2026-04-30,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2S6Q0R4Z2X8Y1W0X2V3W5R5Q4Q3P7,,2026-08-30 09:18
PRC_D2B6C0A4B1I3J1I4G3G7E3G9B5C1A7,2218767,정보통신망 이용촉진 및 정보보호 등에 관한 법률 일부개정법률안,과방위,"이주희의원(민주당, 초선, 비례대표) 등 17인",이주희,2026-04-30,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2B6C0A4B1I3J1I4G3G7E3G9B5C1A7,,2026-08-30 09:18
PRC_U2S6R0S4Q2Q8M1L0L2J6K5J0J1R0P8,2218766,동물보호법 일부개정법률안,농해수위,"박정하의원(국민의힘, 재선, 강원 원주시갑) 등 10인",박정하,2026-04-30,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2S6R0S4Q2Q8M1L0L2J6K5J0J1R0P8,,2026-08-30 09:18
PRC_T2R6Q0Q4P2P8L1L0K2I5J0H6I6Q4Q0,2218765,이스포츠(전자스포츠) 진흥에 관한 법률 일부개정법률안,문체위,"박정하의원(국민의힘, 재선, 강원 원주시갑) 등 13인",박정하,2026-04-30,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2R6Q0Q4P2P8L1L0K2I5J0H6I6Q4Q0,,2026-08-30 09:18
PRC_Q2O6O0N4N2V7U1U5T3T5R3A0A5Y1Z1,2218764,기상관측표준화법 일부개정법률안,기후에너지환경노동위,"김태선의원(민주당, 초선, 울산 동구) 등 11인",김태선,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O6O0N4N2V7U1U5T3T5R3A0A5Y1Z1,,2026-08-30 09:18
PRC_B2X6B0K4J3E0L1E7V0V4X2U3Z0N1Q4,2218763,"윤석열 정권 검찰청, 국가정보원, 감사원 등의 조작수사ㆍ조작기소 등 의혹의 진상규명을 위한 특별검사 임명 등에 관한 법률안",법사위,"천준호의원(민주당, 재선, 서울 강북구갑) 등 31인",천준호,2026-04-30,법제사법위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2X6B0K4J3E0L1E7V0V4X2U3Z0N1Q4,,2026-08-30 09:18
PRC_Z2A6Y0Z4X2W7W1E5F3D5D0C8A2B8J3,2218762,신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안,기후에너지환경노동위,"김태선의원(민주당, 초선, 울산 동구) 등 12인",김태선,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2A6Y0Z4X2W7W1E5F3D5D0C8A2B8J3,,2026-08-30 09:18
PRC_P2N6O0M4N1L7T1U5S5S3R4R1Q0Y7Y0,2218761,전기통신사업법 일부개정법률안,과방위,"이주희의원(민주당, 초선, 비례대표) 등 13인",이주희,2026-04-30,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N6O0M4N1L7T1U5S5S3R4R1Q0Y7Y0,,2026-08-30 09:18
PRC_K2L6H0I4G2H8F1G1E2E7M0L8L6J4L1,2218759,수도법 일부개정법률안,기후에너지환경노동위,"박정의원(민주당, 3선, 경기 파주시을) 등 10인",박정,2026-04-30,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2L6H0I4G2H8F1G1E2E7M0L8L6J4L1,,2026-08-30 09:18
PRC_Q2X6W0W4V2W7U1U6D0B1B4A7A9Y1H2,2218758,규제자유특구 및 지역특화발전특구에 관한 규제특례법 일부개정법률안,산자위,"이재관의원(민주당, 초선, 충남 천안시을) 등 13인",이재관,2026-04-30,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2X6W0W4V2W7U1U6D0B1B4A7A9Y1H2,,2026-08-30 09:18
PRC_K2L6J0J4I2J7H1I5P3O6O1N3N7M2M0,2218757,도로교통법 일부개정법률안,행안위,"김태선의원(민주당, 초선, 울산 동구) 등 10인",김태선,2026-04-30,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2L6J0J4I2J7H1I5P3O6O1N3N7M2M0,,2026-08-30 09:18
PRC_A2Z6X0Y4W1X6F1F6D0C0D2B4C0K7K6,2218756,집회 및 시위에 관한 법률 일부개정법률안,행안위,"권칠승의원(민주당, 3선, 경기 화성시병) 등 10인",권칠승,2026-04-30,행정안전위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z6X0Y4W1X6F1F6D0C0D2B4C0K7K6,,2026-08-30 09:18
PRC_I2G6G0F4N2N9M1N5L2L1K5S5S2R5R4,2218755,국내입양에 관한 특별법 일부개정법률안,복지위,"김미애의원(국민의힘(前 통합당), 재선, 부산 해운대구을) 등 15인",김미애,2026-04-30,보건복지위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G6G0F4N2N9M1N5L2L1K5S5S2R5R4,,2026-08-30 09:18
PRC_Q2O6O0W4X2V4T1U4S0T6B3B2A8Y7Z8,2218754,국가유산수리 등에 관한 법률 일부개정법률안,문체위,"정연욱의원(국민의힘, 초선, 부산 수영구) 등 10인",정연욱,2026-04-30,문화체육관광위원회,상임위 심사,상임위 심사,심사중,2026-05-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O6O0W4X2V4T1U4S0T6B3B2A8Y7Z8,,2026-08-30 09:18
